province,scenario,percentile,period,rx1day,source_file
"Macau, SAR",ssp126,p90,2040-2059,94.99,rx1day_CHNprov_ssp126_p90_2040-2059.xlsx
Nei Mongol Zizhiqu,ssp126,p90,2040-2059,28.81,rx1day_CHNprov_ssp126_p90_2040-2059.xlsx
Ningxia Huizu Zizhiqu,ssp126,p90,2040-2059,34.0,rx1day_CHNprov_ssp126_p90_2040-2059.xlsx
Qinghai Sheng,ssp126,p90,2040-2059,14.11,rx1day_CHNprov_ssp126_p90_2040-2059.xlsx
Shaanxi Sheng,ssp126,p90,2040-2059,48.55,rx1day_CHNprov_ssp126_p90_2040-2059.xlsx
Shandong Sheng,ssp126,p90,2040-2059,62.95,rx1day_CHNprov_ssp126_p90_2040-2059.xlsx
Shanghai Shi,ssp126,p90,2040-2059,74.65,rx1day_CHNprov_ssp126_p90_2040-2059.xlsx
Shanxi Sheng,ssp126,p90,2040-2059,43.96,rx1day_CHNprov_ssp126_p90_2040-2059.xlsx
Sichuan Sheng,ssp126,p90,2040-2059,38.03,rx1day_CHNprov_ssp126_p90_2040-2059.xlsx
Taiwan Sheng,ssp126,p90,2040-2059,260.59,rx1day_CHNprov_ssp126_p90_2040-2059.xlsx
Tianjin Shi,ssp126,p90,2040-2059,58.88,rx1day_CHNprov_ssp126_p90_2040-2059.xlsx
Xinjiang Uygur Zizhiqu,ssp126,p90,2040-2059,14.13,rx1day_CHNprov_ssp126_p90_2040-2059.xlsx
Xizang Zizhiqu,ssp126,p90,2040-2059,36.63,rx1day_CHNprov_ssp126_p90_2040-2059.xlsx
Yunnan Sheng,ssp126,p90,2040-2059,50.64,rx1day_CHNprov_ssp126_p90_2040-2059.xlsx
Zhejiang Sheng,ssp126,p90,2040-2059,83.63,rx1day_CHNprov_ssp126_p90_2040-2059.xlsx
Anhui Sheng,ssp126,p90,2060-2079,75.33,rx1day_CHNprov_ssp126_p90_2060-2079.xlsx
Beijing Shi,ssp126,p90,2060-2079,57.52,rx1day_CHNprov_ssp126_p90_2060-2079.xlsx
Chongqing Shi,ssp126,p90,2060-2079,63.74,rx1day_CHNprov_ssp126_p90_2060-2079.xlsx
Fujian Sheng,ssp126,p90,2060-2079,88.58,rx1day_CHNprov_ssp126_p90_2060-2079.xlsx
Gansu Sheng,ssp126,p90,2060-2079,23.97,rx1day_CHNprov_ssp126_p90_2060-2079.xlsx
Guangdong Sheng,ssp126,p90,2060-2079,94.63,rx1day_CHNprov_ssp126_p90_2060-2079.xlsx
Guangxi Zhuangzu Zizhiqu,ssp126,p90,2060-2079,84.6,rx1day_CHNprov_ssp126_p90_2060-2079.xlsx
Guizhou Sheng,ssp126,p90,2060-2079,56.74,rx1day_CHNprov_ssp126_p90_2060-2079.xlsx
Hainan Sheng,ssp126,p90,2060-2079,106.91,rx1day_CHNprov_ssp126_p90_2060-2079.xlsx
Hebei Sheng,ssp126,p90,2060-2079,50.3,rx1day_CHNprov_ssp126_p90_2060-2079.xlsx
Heilongjiang Sheng,ssp126,p90,2060-2079,38.76,rx1day_CHNprov_ssp126_p90_2060-2079.xlsx
Henan Sheng,ssp126,p90,2060-2079,63.72,rx1day_CHNprov_ssp126_p90_2060-2079.xlsx
"Hong Kong, SAR",ssp126,p90,2060-2079,96.41,rx1day_CHNprov_ssp126_p90_2060-2079.xlsx
Hubei Sheng,ssp126,p90,2060-2079,72.44,rx1day_CHNprov_ssp126_p90_2060-2079.xlsx
Hunan Sheng,ssp126,p90,2060-2079,75.84,rx1day_CHNprov_ssp126_p90_2060-2079.xlsx
Jiangsu Sheng,ssp126,p90,2060-2079,71.33,rx1day_CHNprov_ssp126_p90_2060-2079.xlsx
Jiangxi Sheng,ssp126,p90,2060-2079,84.03,rx1day_CHNprov_ssp126_p90_2060-2079.xlsx
Jilin Sheng,ssp126,p90,2060-2079,47.38,rx1day_CHNprov_ssp126_p90_2060-2079.xlsx
Liaoning Sheng,ssp126,p90,2060-2079,58.83,rx1day_CHNprov_ssp126_p90_2060-2079.xlsx
"Macau, SAR",ssp126,p90,2060-2079,99.79,rx1day_CHNprov_ssp126_p90_2060-2079.xlsx
Nei Mongol Zizhiqu,ssp126,p90,2060-2079,29.06,rx1day_CHNprov_ssp126_p90_2060-2079.xlsx
Ningxia Huizu Zizhiqu,ssp126,p90,2060-2079,33.15,rx1day_CHNprov_ssp126_p90_2060-2079.xlsx
Qinghai Sheng,ssp126,p90,2060-2079,14.29,rx1day_CHNprov_ssp126_p90_2060-2079.xlsx
Shaanxi Sheng,ssp126,p90,2060-2079,50.25,rx1day_CHNprov_ssp126_p90_2060-2079.xlsx
Shandong Sheng,ssp126,p90,2060-2079,63.01,rx1day_CHNprov_ssp126_p90_2060-2079.xlsx
Shanghai Shi,ssp126,p90,2060-2079,75.97,rx1day_CHNprov_ssp126_p90_2060-2079.xlsx
Shanxi Sheng,ssp126,p90,2060-2079,44.3,rx1day_CHNprov_ssp126_p90_2060-2079.xlsx
Sichuan Sheng,ssp126,p90,2060-2079,38.98,rx1day_CHNprov_ssp126_p90_2060-2079.xlsx
Taiwan Sheng,ssp126,p90,2060-2079,255.95,rx1day_CHNprov_ssp126_p90_2060-2079.xlsx
Tianjin Shi,ssp126,p90,2060-2079,57.47,rx1day_CHNprov_ssp126_p90_2060-2079.xlsx
Xinjiang Uygur Zizhiqu,ssp126,p90,2060-2079,14.05,rx1day_CHNprov_ssp126_p90_2060-2079.xlsx
Xizang Zizhiqu,ssp126,p90,2060-2079,31.05,rx1day_CHNprov_ssp126_p90_2060-2079.xlsx
Yunnan Sheng,ssp126,p90,2060-2079,51.25,rx1day_CHNprov_ssp126_p90_2060-2079.xlsx
Zhejiang Sheng,ssp126,p90,2060-2079,88.45,rx1day_CHNprov_ssp126_p90_2060-2079.xlsx
Anhui Sheng,ssp126,p90,2080-2099,74.99,rx1day_CHNprov_ssp126_p90_2080-2099.xlsx
Beijing Shi,ssp126,p90,2080-2099,55.77,rx1day_CHNprov_ssp126_p90_2080-2099.xlsx
Chongqing Shi,ssp126,p90,2080-2099,63.63,rx1day_CHNprov_ssp126_p90_2080-2099.xlsx
Fujian Sheng,ssp126,p90,2080-2099,87.35,rx1day_CHNprov_ssp126_p90_2080-2099.xlsx
Gansu Sheng,ssp126,p90,2080-2099,23.8,rx1day_CHNprov_ssp126_p90_2080-2099.xlsx
Guangdong Sheng,ssp126,p90,2080-2099,93.93,rx1day_CHNprov_ssp126_p90_2080-2099.xlsx
Guangxi Zhuangzu Zizhiqu,ssp126,p90,2080-2099,85.65,rx1day_CHNprov_ssp126_p90_2080-2099.xlsx
Guizhou Sheng,ssp126,p90,2080-2099,57.11,rx1day_CHNprov_ssp126_p90_2080-2099.xlsx
Hainan Sheng,ssp126,p90,2080-2099,106.94,rx1day_CHNprov_ssp126_p90_2080-2099.xlsx
Hebei Sheng,ssp126,p90,2080-2099,50.61,rx1day_CHNprov_ssp126_p90_2080-2099.xlsx
Heilongjiang Sheng,ssp126,p90,2080-2099,38.29,rx1day_CHNprov_ssp126_p90_2080-2099.xlsx
Henan Sheng,ssp126,p90,2080-2099,63.64,rx1day_CHNprov_ssp126_p90_2080-2099.xlsx
"Hong Kong, SAR",ssp126,p90,2080-2099,90.88,rx1day_CHNprov_ssp126_p90_2080-2099.xlsx
Hubei Sheng,ssp126,p90,2080-2099,72.36,rx1day_CHNprov_ssp126_p90_2080-2099.xlsx
Hunan Sheng,ssp126,p90,2080-2099,76.15,rx1day_CHNprov_ssp126_p90_2080-2099.xlsx
Jiangsu Sheng,ssp126,p90,2080-2099,70.81,rx1day_CHNprov_ssp126_p90_2080-2099.xlsx
Jiangxi Sheng,ssp126,p90,2080-2099,81.77,rx1day_CHNprov_ssp126_p90_2080-2099.xlsx
Jilin Sheng,ssp126,p90,2080-2099,46.95,rx1day_CHNprov_ssp126_p90_2080-2099.xlsx
Liaoning Sheng,ssp126,p90,2080-2099,60.44,rx1day_CHNprov_ssp126_p90_2080-2099.xlsx
"Macau, SAR",ssp126,p90,2080-2099,96.84,rx1day_CHNprov_ssp126_p90_2080-2099.xlsx
Nei Mongol Zizhiqu,ssp126,p90,2080-2099,29.23,rx1day_CHNprov_ssp126_p90_2080-2099.xlsx
Ningxia Huizu Zizhiqu,ssp126,p90,2080-2099,33.54,rx1day_CHNprov_ssp126_p90_2080-2099.xlsx
Qinghai Sheng,ssp126,p90,2080-2099,14.28,rx1day_CHNprov_ssp126_p90_2080-2099.xlsx
Shaanxi Sheng,ssp126,p90,2080-2099,49.86,rx1day_CHNprov_ssp126_p90_2080-2099.xlsx
Shandong Sheng,ssp126,p90,2080-2099,63.06,rx1day_CHNprov_ssp126_p90_2080-2099.xlsx
Shanghai Shi,ssp126,p90,2080-2099,73.84,rx1day_CHNprov_ssp126_p90_2080-2099.xlsx
Shanxi Sheng,ssp126,p90,2080-2099,44.37,rx1day_CHNprov_ssp126_p90_2080-2099.xlsx
Sichuan Sheng,ssp126,p90,2080-2099,39.14,rx1day_CHNprov_ssp126_p90_2080-2099.xlsx
Taiwan Sheng,ssp126,p90,2080-2099,257.95,rx1day_CHNprov_ssp126_p90_2080-2099.xlsx
Tianjin Shi,ssp126,p90,2080-2099,60.26,rx1day_CHNprov_ssp126_p90_2080-2099.xlsx
Xinjiang Uygur Zizhiqu,ssp126,p90,2080-2099,14.12,rx1day_CHNprov_ssp126_p90_2080-2099.xlsx
Xizang Zizhiqu,ssp126,p90,2080-2099,25.53,rx1day_CHNprov_ssp126_p90_2080-2099.xlsx
Yunnan Sheng,ssp126,p90,2080-2099,51.8,rx1day_CHNprov_ssp126_p90_2080-2099.xlsx
Zhejiang Sheng,ssp126,p90,2080-2099,85.09,rx1day_CHNprov_ssp126_p90_2080-2099.xlsx
Anhui Sheng,ssp245,median,2020-2039,53.41,rx1day_CHNprov_ssp245_median_2020-2039.xlsx
Beijing Shi,ssp245,median,2020-2039,37.99,rx1day_CHNprov_ssp245_median_2020-2039.xlsx
Chongqing Shi,ssp245,median,2020-2039,43.4,rx1day_CHNprov_ssp245_median_2020-2039.xlsx
Fujian Sheng,ssp245,median,2020-2039,63.6,rx1day_CHNprov_ssp245_median_2020-2039.xlsx
Gansu Sheng,ssp245,median,2020-2039,16.75,rx1day_CHNprov_ssp245_median_2020-2039.xlsx
Guangdong Sheng,ssp245,median,2020-2039,66.46,rx1day_CHNprov_ssp245_median_2020-2039.xlsx
Guangxi Zhuangzu Zizhiqu,ssp245,median,2020-2039,59.33,rx1day_CHNprov_ssp245_median_2020-2039.xlsx
Guizhou Sheng,ssp245,median,2020-2039,40.0,rx1day_CHNprov_ssp245_median_2020-2039.xlsx
Hainan Sheng,ssp245,median,2020-2039,71.21,rx1day_CHNprov_ssp245_median_2020-2039.xlsx
Hebei Sheng,ssp245,median,2020-2039,35.43,rx1day_CHNprov_ssp245_median_2020-2039.xlsx
Heilongjiang Sheng,ssp245,median,2020-2039,27.97,rx1day_CHNprov_ssp245_median_2020-2039.xlsx
Henan Sheng,ssp245,median,2020-2039,45.68,rx1day_CHNprov_ssp245_median_2020-2039.xlsx
"Hong Kong, SAR",ssp245,median,2020-2039,63.56,rx1day_CHNprov_ssp245_median_2020-2039.xlsx
Hubei Sheng,ssp245,median,2020-2039,51.2,rx1day_CHNprov_ssp245_median_2020-2039.xlsx
Hunan Sheng,ssp245,median,2020-2039,54.14,rx1day_CHNprov_ssp245_median_2020-2039.xlsx
Jiangsu Sheng,ssp245,median,2020-2039,52.05,rx1day_CHNprov_ssp245_median_2020-2039.xlsx
Jiangxi Sheng,ssp245,median,2020-2039,58.73,rx1day_CHNprov_ssp245_median_2020-2039.xlsx
Jilin Sheng,ssp245,median,2020-2039,33.91,rx1day_CHNprov_ssp245_median_2020-2039.xlsx
Liaoning Sheng,ssp245,median,2020-2039,42.22,rx1day_CHNprov_ssp245_median_2020-2039.xlsx
"Macau, SAR",ssp245,median,2020-2039,66.29,rx1day_CHNprov_ssp245_median_2020-2039.xlsx
Nei Mongol Zizhiqu,ssp245,median,2020-2039,20.6,rx1day_CHNprov_ssp245_median_2020-2039.xlsx
Ningxia Huizu Zizhiqu,ssp245,median,2020-2039,23.52,rx1day_CHNprov_ssp245_median_2020-2039.xlsx
Qinghai Sheng,ssp245,median,2020-2039,10.26,rx1day_CHNprov_ssp245_median_2020-2039.xlsx
Shaanxi Sheng,ssp245,median,2020-2039,35.76,rx1day_CHNprov_ssp245_median_2020-2039.xlsx
Shandong Sheng,ssp245,median,2020-2039,45.27,rx1day_CHNprov_ssp245_median_2020-2039.xlsx
Shanghai Shi,ssp245,median,2020-2039,55.82,rx1day_CHNprov_ssp245_median_2020-2039.xlsx
Shanxi Sheng,ssp245,median,2020-2039,32.98,rx1day_CHNprov_ssp245_median_2020-2039.xlsx
Sichuan Sheng,ssp245,median,2020-2039,27.27,rx1day_CHNprov_ssp245_median_2020-2039.xlsx
Taiwan Sheng,ssp245,median,2020-2039,152.97,rx1day_CHNprov_ssp245_median_2020-2039.xlsx
Tianjin Shi,ssp245,median,2020-2039,39.55,rx1day_CHNprov_ssp245_median_2020-2039.xlsx
Xinjiang Uygur Zizhiqu,ssp245,median,2020-2039,9.62,rx1day_CHNprov_ssp245_median_2020-2039.xlsx
Xizang Zizhiqu,ssp245,median,2020-2039,12.46,rx1day_CHNprov_ssp245_median_2020-2039.xlsx
Yunnan Sheng,ssp245,median,2020-2039,35.59,rx1day_CHNprov_ssp245_median_2020-2039.xlsx
Zhejiang Sheng,ssp245,median,2020-2039,62.57,rx1day_CHNprov_ssp245_median_2020-2039.xlsx
Anhui Sheng,ssp245,median,2040-2059,55.25,rx1day_CHNprov_ssp245_median_2040-2059.xlsx
Beijing Shi,ssp245,median,2040-2059,39.07,rx1day_CHNprov_ssp245_median_2040-2059.xlsx
Chongqing Shi,ssp245,median,2040-2059,45.53,rx1day_CHNprov_ssp245_median_2040-2059.xlsx
Fujian Sheng,ssp245,median,2040-2059,65.41,rx1day_CHNprov_ssp245_median_2040-2059.xlsx
Gansu Sheng,ssp245,median,2040-2059,17.43,rx1day_CHNprov_ssp245_median_2040-2059.xlsx
Guangdong Sheng,ssp245,median,2040-2059,69.01,rx1day_CHNprov_ssp245_median_2040-2059.xlsx
Guangxi Zhuangzu Zizhiqu,ssp245,median,2040-2059,60.88,rx1day_CHNprov_ssp245_median_2040-2059.xlsx
Guizhou Sheng,ssp245,median,2040-2059,41.3,rx1day_CHNprov_ssp245_median_2040-2059.xlsx
Hainan Sheng,ssp245,median,2040-2059,72.0,rx1day_CHNprov_ssp245_median_2040-2059.xlsx
Hebei Sheng,ssp245,median,2040-2059,36.45,rx1day_CHNprov_ssp245_median_2040-2059.xlsx
Heilongjiang Sheng,ssp245,median,2040-2059,28.78,rx1day_CHNprov_ssp245_median_2040-2059.xlsx
Henan Sheng,ssp245,median,2040-2059,47.04,rx1day_CHNprov_ssp245_median_2040-2059.xlsx
"Hong Kong, SAR",ssp245,median,2040-2059,66.96,rx1day_CHNprov_ssp245_median_2040-2059.xlsx
Hubei Sheng,ssp245,median,2040-2059,53.15,rx1day_CHNprov_ssp245_median_2040-2059.xlsx
Hunan Sheng,ssp245,median,2040-2059,55.61,rx1day_CHNprov_ssp245_median_2040-2059.xlsx
Jiangsu Sheng,ssp245,median,2040-2059,53.81,rx1day_CHNprov_ssp245_median_2040-2059.xlsx
Jiangxi Sheng,ssp245,median,2040-2059,61.15,rx1day_CHNprov_ssp245_median_2040-2059.xlsx
Jilin Sheng,ssp245,median,2040-2059,35.2,rx1day_CHNprov_ssp245_median_2040-2059.xlsx
Liaoning Sheng,ssp245,median,2040-2059,43.28,rx1day_CHNprov_ssp245_median_2040-2059.xlsx
"Macau, SAR",ssp245,median,2040-2059,67.92,rx1day_CHNprov_ssp245_median_2040-2059.xlsx
Nei Mongol Zizhiqu,ssp245,median,2040-2059,21.33,rx1day_CHNprov_ssp245_median_2040-2059.xlsx
Ningxia Huizu Zizhiqu,ssp245,median,2040-2059,24.32,rx1day_CHNprov_ssp245_median_2040-2059.xlsx
Qinghai Sheng,ssp245,median,2040-2059,10.7,rx1day_CHNprov_ssp245_median_2040-2059.xlsx
Shaanxi Sheng,ssp245,median,2040-2059,37.36,rx1day_CHNprov_ssp245_median_2040-2059.xlsx
Shandong Sheng,ssp245,median,2040-2059,46.99,rx1day_CHNprov_ssp245_median_2040-2059.xlsx
Shanghai Shi,ssp245,median,2040-2059,56.3,rx1day_CHNprov_ssp245_median_2040-2059.xlsx
Shanxi Sheng,ssp245,median,2040-2059,34.48,rx1day_CHNprov_ssp245_median_2040-2059.xlsx
Sichuan Sheng,ssp245,median,2040-2059,28.34,rx1day_CHNprov_ssp245_median_2040-2059.xlsx
Taiwan Sheng,ssp245,median,2040-2059,151.67,rx1day_CHNprov_ssp245_median_2040-2059.xlsx
Tianjin Shi,ssp245,median,2040-2059,40.39,rx1day_CHNprov_ssp245_median_2040-2059.xlsx
Xinjiang Uygur Zizhiqu,ssp245,median,2040-2059,9.83,rx1day_CHNprov_ssp245_median_2040-2059.xlsx
Xizang Zizhiqu,ssp245,median,2040-2059,12.86,rx1day_CHNprov_ssp245_median_2040-2059.xlsx
Yunnan Sheng,ssp245,median,2040-2059,37.1,rx1day_CHNprov_ssp245_median_2040-2059.xlsx
Zhejiang Sheng,ssp245,median,2040-2059,63.57,rx1day_CHNprov_ssp245_median_2040-2059.xlsx
Anhui Sheng,ssp245,median,2060-2079,55.96,rx1day_CHNprov_ssp245_median_2060-2079.xlsx
Beijing Shi,ssp245,median,2060-2079,40.33,rx1day_CHNprov_ssp245_median_2060-2079.xlsx
Chongqing Shi,ssp245,median,2060-2079,45.91,rx1day_CHNprov_ssp245_median_2060-2079.xlsx
Fujian Sheng,ssp245,median,2060-2079,67.07,rx1day_CHNprov_ssp245_median_2060-2079.xlsx
Gansu Sheng,ssp245,median,2060-2079,18.01,rx1day_CHNprov_ssp245_median_2060-2079.xlsx
Guangdong Sheng,ssp245,median,2060-2079,70.24,rx1day_CHNprov_ssp245_median_2060-2079.xlsx
Guangxi Zhuangzu Zizhiqu,ssp245,median,2060-2079,61.94,rx1day_CHNprov_ssp245_median_2060-2079.xlsx
Guizhou Sheng,ssp245,median,2060-2079,42.75,rx1day_CHNprov_ssp245_median_2060-2079.xlsx
Hainan Sheng,ssp245,median,2060-2079,72.51,rx1day_CHNprov_ssp245_median_2060-2079.xlsx
Hebei Sheng,ssp245,median,2060-2079,37.75,rx1day_CHNprov_ssp245_median_2060-2079.xlsx
Heilongjiang Sheng,ssp245,median,2060-2079,29.95,rx1day_CHNprov_ssp245_median_2060-2079.xlsx
Henan Sheng,ssp245,median,2060-2079,48.53,rx1day_CHNprov_ssp245_median_2060-2079.xlsx
"Hong Kong, SAR",ssp245,median,2060-2079,68.38,rx1day_CHNprov_ssp245_median_2060-2079.xlsx
Hubei Sheng,ssp245,median,2060-2079,53.17,rx1day_CHNprov_ssp245_median_2060-2079.xlsx
Hunan Sheng,ssp245,median,2060-2079,55.85,rx1day_CHNprov_ssp245_median_2060-2079.xlsx
Jiangsu Sheng,ssp245,median,2060-2079,54.49,rx1day_CHNprov_ssp245_median_2060-2079.xlsx
Jiangxi Sheng,ssp245,median,2060-2079,62.56,rx1day_CHNprov_ssp245_median_2060-2079.xlsx
Jilin Sheng,ssp245,median,2060-2079,36.46,rx1day_CHNprov_ssp245_median_2060-2079.xlsx
Liaoning Sheng,ssp245,median,2060-2079,45.18,rx1day_CHNprov_ssp245_median_2060-2079.xlsx
"Macau, SAR",ssp245,median,2060-2079,70.81,rx1day_CHNprov_ssp245_median_2060-2079.xlsx
Nei Mongol Zizhiqu,ssp245,median,2060-2079,21.96,rx1day_CHNprov_ssp245_median_2060-2079.xlsx
Ningxia Huizu Zizhiqu,ssp245,median,2060-2079,25.66,rx1day_CHNprov_ssp245_median_2060-2079.xlsx
Qinghai Sheng,ssp245,median,2060-2079,11.02,rx1day_CHNprov_ssp245_median_2060-2079.xlsx
Shaanxi Sheng,ssp245,median,2060-2079,37.92,rx1day_CHNprov_ssp245_median_2060-2079.xlsx
Shandong Sheng,ssp245,median,2060-2079,48.27,rx1day_CHNprov_ssp245_median_2060-2079.xlsx
Shanghai Shi,ssp245,median,2060-2079,58.08,rx1day_CHNprov_ssp245_median_2060-2079.xlsx
Shanxi Sheng,ssp245,median,2060-2079,35.03,rx1day_CHNprov_ssp245_median_2060-2079.xlsx
Sichuan Sheng,ssp245,median,2060-2079,29.12,rx1day_CHNprov_ssp245_median_2060-2079.xlsx
Taiwan Sheng,ssp245,median,2060-2079,152.27,rx1day_CHNprov_ssp245_median_2060-2079.xlsx
Tianjin Shi,ssp245,median,2060-2079,43.61,rx1day_CHNprov_ssp245_median_2060-2079.xlsx
Xinjiang Uygur Zizhiqu,ssp245,median,2060-2079,9.97,rx1day_CHNprov_ssp245_median_2060-2079.xlsx
Xizang Zizhiqu,ssp245,median,2060-2079,13.27,rx1day_CHNprov_ssp245_median_2060-2079.xlsx
Yunnan Sheng,ssp245,median,2060-2079,38.4,rx1day_CHNprov_ssp245_median_2060-2079.xlsx
Zhejiang Sheng,ssp245,median,2060-2079,64.18,rx1day_CHNprov_ssp245_median_2060-2079.xlsx
Anhui Sheng,ssp245,median,2080-2099,56.81,rx1day_CHNprov_ssp245_median_2080-2099.xlsx
Beijing Shi,ssp245,median,2080-2099,40.23,rx1day_CHNprov_ssp245_median_2080-2099.xlsx
Chongqing Shi,ssp245,median,2080-2099,48.23,rx1day_CHNprov_ssp245_median_2080-2099.xlsx
Fujian Sheng,ssp245,median,2080-2099,68.0,rx1day_CHNprov_ssp245_median_2080-2099.xlsx
Gansu Sheng,ssp245,median,2080-2099,18.47,rx1day_CHNprov_ssp245_median_2080-2099.xlsx
Guangdong Sheng,ssp245,median,2080-2099,69.84,rx1day_CHNprov_ssp245_median_2080-2099.xlsx
Guangxi Zhuangzu Zizhiqu,ssp245,median,2080-2099,62.23,rx1day_CHNprov_ssp245_median_2080-2099.xlsx
Guizhou Sheng,ssp245,median,2080-2099,43.84,rx1day_CHNprov_ssp245_median_2080-2099.xlsx
Hainan Sheng,ssp245,median,2080-2099,76.08,rx1day_CHNprov_ssp245_median_2080-2099.xlsx
Hebei Sheng,ssp245,median,2080-2099,37.67,rx1day_CHNprov_ssp245_median_2080-2099.xlsx
Heilongjiang Sheng,ssp245,median,2080-2099,30.56,rx1day_CHNprov_ssp245_median_2080-2099.xlsx
Henan Sheng,ssp245,median,2080-2099,49.35,rx1day_CHNprov_ssp245_median_2080-2099.xlsx
"Hong Kong, SAR",ssp245,median,2080-2099,67.36,rx1day_CHNprov_ssp245_median_2080-2099.xlsx
Hubei Sheng,ssp245,median,2080-2099,55.23,rx1day_CHNprov_ssp245_median_2080-2099.xlsx
Hunan Sheng,ssp245,median,2080-2099,57.87,rx1day_CHNprov_ssp245_median_2080-2099.xlsx
Jiangsu Sheng,ssp245,median,2080-2099,55.87,rx1day_CHNprov_ssp245_median_2080-2099.xlsx
Jiangxi Sheng,ssp245,median,2080-2099,62.94,rx1day_CHNprov_ssp245_median_2080-2099.xlsx
Jilin Sheng,ssp245,median,2080-2099,37.18,rx1day_CHNprov_ssp245_median_2080-2099.xlsx
Liaoning Sheng,ssp245,median,2080-2099,45.63,rx1day_CHNprov_ssp245_median_2080-2099.xlsx
"Macau, SAR",ssp245,median,2080-2099,68.51,rx1day_CHNprov_ssp245_median_2080-2099.xlsx
Nei Mongol Zizhiqu,ssp245,median,2080-2099,22.31,rx1day_CHNprov_ssp245_median_2080-2099.xlsx
Ningxia Huizu Zizhiqu,ssp245,median,2080-2099,26.24,rx1day_CHNprov_ssp245_median_2080-2099.xlsx
Qinghai Sheng,ssp245,median,2080-2099,11.31,rx1day_CHNprov_ssp245_median_2080-2099.xlsx
Shaanxi Sheng,ssp245,median,2080-2099,39.13,rx1day_CHNprov_ssp245_median_2080-2099.xlsx
Shandong Sheng,ssp245,median,2080-2099,48.86,rx1day_CHNprov_ssp245_median_2080-2099.xlsx
Shanghai Shi,ssp245,median,2080-2099,58.39,rx1day_CHNprov_ssp245_median_2080-2099.xlsx
Shanxi Sheng,ssp245,median,2080-2099,35.59,rx1day_CHNprov_ssp245_median_2080-2099.xlsx
Sichuan Sheng,ssp245,median,2080-2099,30.09,rx1day_CHNprov_ssp245_median_2080-2099.xlsx
Taiwan Sheng,ssp245,median,2080-2099,160.74,rx1day_CHNprov_ssp245_median_2080-2099.xlsx
Tianjin Shi,ssp245,median,2080-2099,43.68,rx1day_CHNprov_ssp245_median_2080-2099.xlsx
Xinjiang Uygur Zizhiqu,ssp245,median,2080-2099,10.17,rx1day_CHNprov_ssp245_median_2080-2099.xlsx
Xizang Zizhiqu,ssp245,median,2080-2099,13.49,rx1day_CHNprov_ssp245_median_2080-2099.xlsx
Yunnan Sheng,ssp245,median,2080-2099,39.13,rx1day_CHNprov_ssp245_median_2080-2099.xlsx
Zhejiang Sheng,ssp245,median,2080-2099,65.71,rx1day_CHNprov_ssp245_median_2080-2099.xlsx
Anhui Sheng,ssp245,p10,2020-2039,39.57,rx1day_CHNprov_ssp245_p10_2020-2039.xlsx
Beijing Shi,ssp245,p10,2020-2039,26.53,rx1day_CHNprov_ssp245_p10_2020-2039.xlsx
Chongqing Shi,ssp245,p10,2020-2039,32.13,rx1day_CHNprov_ssp245_p10_2020-2039.xlsx
Fujian Sheng,ssp245,p10,2020-2039,45.32,rx1day_CHNprov_ssp245_p10_2020-2039.xlsx
Gansu Sheng,ssp245,p10,2020-2039,12.09,rx1day_CHNprov_ssp245_p10_2020-2039.xlsx
Guangdong Sheng,ssp245,p10,2020-2039,46.18,rx1day_CHNprov_ssp245_p10_2020-2039.xlsx
Guangxi Zhuangzu Zizhiqu,ssp245,p10,2020-2039,41.51,rx1day_CHNprov_ssp245_p10_2020-2039.xlsx
Guizhou Sheng,ssp245,p10,2020-2039,29.45,rx1day_CHNprov_ssp245_p10_2020-2039.xlsx
Hainan Sheng,ssp245,p10,2020-2039,46.51,rx1day_CHNprov_ssp245_p10_2020-2039.xlsx
Hebei Sheng,ssp245,p10,2020-2039,24.81,rx1day_CHNprov_ssp245_p10_2020-2039.xlsx
Heilongjiang Sheng,ssp245,p10,2020-2039,20.17,rx1day_CHNprov_ssp245_p10_2020-2039.xlsx
Henan Sheng,ssp245,p10,2020-2039,32.17,rx1day_CHNprov_ssp245_p10_2020-2039.xlsx
"Hong Kong, SAR",ssp245,p10,2020-2039,45.09,rx1day_CHNprov_ssp245_p10_2020-2039.xlsx
Hubei Sheng,ssp245,p10,2020-2039,37.92,rx1day_CHNprov_ssp245_p10_2020-2039.xlsx
Hunan Sheng,ssp245,p10,2020-2039,39.52,rx1day_CHNprov_ssp245_p10_2020-2039.xlsx
Jiangsu Sheng,ssp245,p10,2020-2039,38.16,rx1day_CHNprov_ssp245_p10_2020-2039.xlsx
Jiangxi Sheng,ssp245,p10,2020-2039,43.23,rx1day_CHNprov_ssp245_p10_2020-2039.xlsx
Jilin Sheng,ssp245,p10,2020-2039,24.3,rx1day_CHNprov_ssp245_p10_2020-2039.xlsx
Liaoning Sheng,ssp245,p10,2020-2039,29.82,rx1day_CHNprov_ssp245_p10_2020-2039.xlsx
"Macau, SAR",ssp245,p10,2020-2039,46.38,rx1day_CHNprov_ssp245_p10_2020-2039.xlsx
Nei Mongol Zizhiqu,ssp245,p10,2020-2039,14.44,rx1day_CHNprov_ssp245_p10_2020-2039.xlsx
Ningxia Huizu Zizhiqu,ssp245,p10,2020-2039,16.71,rx1day_CHNprov_ssp245_p10_2020-2039.xlsx
Qinghai Sheng,ssp245,p10,2020-2039,7.8,rx1day_CHNprov_ssp245_p10_2020-2039.xlsx
