AMR,Predictor,Coef,CI_lo,CI_hi,p,N,R2_within
QREC,医疗水平,-0.3354696580513657,-1.4692127370379549,0.7982734209352236,0.5624627946291243,300,0.24198495777888884
QREC,GDP,-1.3448478855640182,-2.9740272821622282,0.28433151103419196,0.10692815295587876,300,0.24198495777888884
QREC,城市用水普及率,-0.45467159694283243,-1.4171056372792818,0.507762443393617,0.35536296336071027,300,0.24198495777888884
QREC,生活垃圾无害化处理率,0.22366108032139317,-0.19707152091083932,0.6443936815536256,0.2984407098035837,300,0.24198495777888884
QREC,抗菌药物使用强度,-0.06324601803733178,-0.3516753505233414,0.2251833144486779,0.6677203334611264,300,0.24198495777888884
CRPA,省平均气温,2.673385458799618,-5.011379968481373,10.35815088608061,0.49596178411090586,300,0.11168662717455691
CRPA,省平均降水,-1.6871872614903094,-3.364898345789523,-0.009476177191095836,0.0498100217477242,300,0.11168662717455691
CRPA,R1xday,0.12748413701130662,-0.17161124751345286,0.4265795215360661,0.40427518314884825,300,0.11168662717455691
CRPA,PM2.5,0.42122276547835596,-0.49827962170711054,1.3407251526638224,0.3701101460709424,300,0.11168662717455691
CRPA,医疗水平,-0.14841266998854308,-2.5419999947777407,2.245174654800655,0.9033693728090708,300,0.11168662717455691
CRPA,GDP,-0.35910800833424217,-2.1638062701838194,1.445590253515335,0.6968580473190258,300,0.11168662717455691
CRPA,城市用水普及率,-0.02231536938661653,-1.384631224172799,1.340000485399566,0.9744131599388779,300,0.11168662717455691
CRPA,生活垃圾无害化处理率,0.1323376627038565,-0.3846230089325149,0.6492983343402279,0.6162858110243206,300,0.11168662717455691
CRPA,抗菌药物使用强度,-0.13533058958379823,-0.6077909134178638,0.3371297342502673,0.5750112081133865,300,0.11168662717455691
CRKP,省平均气温,-1.783928701552553,-11.22900426695845,7.661146863853345,0.7115496851204006,300,0.20604096127609695
CRKP,省平均降水,-0.19435790956743654,-1.2403855362021108,0.8516697170672376,0.7160295796371572,300,0.20604096127609695
CRKP,R1xday,0.4404584540595183,-0.07579635738898766,0.9567132655080242,0.0957193825522884,300,0.20604096127609695
CRKP,PM2.5,-0.06957641058579085,-1.1129362033292103,0.9737833821576286,0.8961149084368598,300,0.20604096127609695
CRKP,医疗水平,0.2590545208869006,-1.7483455787068656,2.266454620480667,0.8005226809132702,300,0.20604096127609695
CRKP,GDP,1.068716417388012,-0.652983804760622,2.790416639536646,0.22488062268916975,300,0.20604096127609695
CRKP,城市用水普及率,0.9878925027440308,-0.2576471395601625,2.233432145048224,0.12130524441425639,300,0.20604096127609695
CRKP,生活垃圾无害化处理率,-0.2774743829214366,-0.6051041919410045,0.05015542609813134,0.09816791444259376,300,0.20604096127609695
CRKP,抗菌药物使用强度,0.07180993440353,-0.406065396876583,0.5496852656836431,0.7685972555240104,300,0.20604096127609695
CRAB,省平均气温,17.565788585137184,0.6474841673897664,34.484093002884606,0.0428963654495762,300,0.2609294020785531
CRAB,省平均降水,0.7147039320436146,-2.2778425220094682,3.707250386096697,0.6401155976101918,300,0.2609294020785531
CRAB,R1xday,-0.4705177112268641,-1.1308160125173008,0.18978059006357267,0.16374353475400527,300,0.2609294020785531
CRAB,PM2.5,0.22994874897646622,-1.7793918757638345,2.239289373716767,0.8227039076818472,300,0.2609294020785531
CRAB,医疗水平,0.418517795026924,-3.5110566388338893,4.3480922288877375,0.8348127903634908,300,0.2609294020785531
CRAB,GDP,-5.320076282823274,-10.070413312921698,-0.5697392527248502,0.029070627146201344,300,0.2609294020785531
CRAB,城市用水普及率,-2.3237685254961242,-5.225922902914221,0.5783858519219729,0.11781391723827417,300,0.2609294020785531
CRAB,生活垃圾无害化处理率,-1.8521834690392354,-2.824798355233672,-0.8795685828447988,0.00023436848549174272,300,0.2609294020785531
CRAB,抗菌药物使用强度,0.4055280437067848,-0.4953322111112381,1.3063882985248076,0.3784518511552113,300,0.2609294020785531
